,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF
371,8,3,80.0,17120,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1,1,14,10,2,0.0,3,4,1,3,2,4,4,0,4,0,0,0,1,4,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,5,1991.0,0,2,680,5,5,0,0,59,0,0,0,0,0,9,2,8,4,134432,158.8,8,2.0,1588
372,0,3,50.0,7175,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1,1,9,10,2,0.0,3,4,1,2,4,3,0,623,3,121,0,744,1,4,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,1,1984.0,3,1,264,5,5,2,353,0,0,0,90,0,0,4,4,8,4,125000,125.33333333333333,11,2.0,752
373,4,3,79.0,10634,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1,1,8,8,2,0.0,3,4,2,4,4,3,1,428,3,180,0,608,1,4,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,1,1953.0,3,1,270,5,5,2,66,0,0,0,0,0,0,2,3,8,4,123000,188.42857142857142,11,2.0,1319
374,9,3,65.0,8200,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,847,847,1,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,3,2003.0,0,2,434,5,5,2,100,48,0,0,0,0,0,9,1,8,4,219500,160.66666666666666,12,2.5,1928
375,5,3,68.28265856101645,10020,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1,1,13,14,2,0.0,1,1,0,1,3,1,1,350,6,0,333,683,1,2,0,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,6,2005.0,1,0,0,3,3,2,0,0,0,0,0,0,0,5,3,8,4,61000,150.66666666666666,2,1.5,904
376,13,3,57.0,8846,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1,1,12,13,2,0.0,2,4,2,2,4,0,2,298,6,0,572,870,1,0,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,5,1998.0,3,2,576,5,5,2,0,0,0,0,0,0,0,9,0,8,4,148000,130.57142857142858,10,1.0,914
377,9,1,102.0,11143,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,1,1,5,5,2,0.0,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,4,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,1,2004.0,2,2,610,5,5,2,159,214,0,0,0,0,0,3,1,8,4,340000,205.5,13,3.0,2466
378,4,3,88.0,11394,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,3,1,12,13,3,350.0,2,4,2,0,4,0,2,1445,6,0,411,1856,1,0,1,4,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,1,2010.0,0,3,834,5,5,2,113,0,0,0,0,0,0,8,4,6,5,394432,168.72727272727272,11,2.5,1856
379,9,3,60.0,8123,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,1,1,12,13,1,16.0,3,4,2,2,4,3,6,0,6,0,982,982,1,0,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,1,2000.0,0,2,463,5,5,2,100,63,0,0,0,0,0,8,3,8,4,179000,163.63636363636363,11,2.5,1800
380,8,3,50.0,5000,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1,1,3,14,2,0.0,3,4,0,4,4,3,3,218,6,0,808,1026,1,4,1,4,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,5,1924.0,3,1,308,5,5,2,0,0,242,0,0,0,0,7,4,8,4,127000,187.88888888888889,11,2.0,1691
381,4,1,60.0,7200,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,1,1,12,13,2,0.0,2,4,2,2,1,3,6,0,6,0,1293,1293,1,0,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,1,2006.0,2,2,572,5,5,2,216,121,0,0,0,0,0,10,0,6,5,187750,162.625,12,3.0,1301
382,9,3,79.0,9245,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0,939,939,1,0,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,1,2006.0,2,2,639,5,5,2,144,53,0,0,0,0,0,6,1,8,4,213500,149.75,12,2.5,1797
383,7,2,60.0,9000,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1,1,13,14,2,0.0,3,4,0,1,0,3,6,0,6,0,784,784,1,4,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,5,1950.0,3,2,360,1,1,0,0,0,91,0,0,0,0,1,3,8,4,76000,112.0,9,1.0,784
384,9,3,139.30589771993152,53107,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1,1,6,6,2,0.0,2,4,2,2,4,0,2,985,6,0,595,1580,1,0,1,4,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,1,1992.0,0,2,501,5,5,2,216,231,0,0,0,0,0,8,1,8,4,240000,150.23076923076923,11,3.5,1953
385,0,3,43.0,3182,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,1,1,12,13,1,16.0,2,4,2,2,4,3,2,24,6,0,1232,1256,1,0,1,4,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,1,2004.0,0,2,430,5,5,2,146,20,0,0,144,0,0,6,4,8,4,192000,141.0,13,2.0,1269
386,8,3,58.0,8410,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,2,1,13,13,2,0.0,3,1,2,4,4,3,6,0,6,0,658,658,1,4,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,6,2005.0,1,0,0,3,3,0,0,151,0,0,0,0,0,7,0,8,1,81000,118.4,8,1.0,1184
387,12,3,72.0,7200,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,3,1,8,8,1,255.0,3,4,1,4,4,0,0,631,6,0,410,1041,1,0,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,5,1977.0,3,1,352,5,5,2,296,0,0,0,0,0,0,1,3,8,0,125000,140.625,12,2.0,1125
388,4,3,93.0,9382,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,1,1,12,13,1,125.0,2,4,2,2,4,3,6,0,6,0,1468,1468,1,0,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,1,1999.0,2,2,577,5,5,2,120,25,0,0,0,0,0,9,2,8,4,191000,164.33333333333334,12,2.0,1479
389,9,3,96.0,12474,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,1,1,12,13,3,272.0,0,4,2,0,4,0,2,1280,6,0,402,1682,1,0,1,4,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,3,2008.0,0,3,846,5,5,2,196,134,0,0,0,0,0,10,2,6,5,426000,179.3846153846154,15,3.5,2332
390,8,3,50.0,8405,1,3,3,0,4,0,7,2,2,0,0,5,8,1900,1,1,8,8,2,0.0,3,4,0,4,1,3,5,241,1,391,229,861,1,0,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,5,1978.0,3,1,384,5,5,2,0,130,112,0,0,0,0,6,2,8,4,119000,151.88888888888889,13,2.0,1367
391,9,3,71.0,12209,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,1,1,12,13,2,0.0,3,4,2,0,4,3,0,690,6,0,114,804,1,0,1,4,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,3,2001.0,0,2,560,5,5,2,125,192,0,0,0,0,0,8,3,8,4,215000,178.27272727272728,11,3.5,1961
392,4,3,64.1358057218518,8339,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1,1,8,8,2,0.0,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,4,882,0,0,882,0,0,1,0,3,1,3,5,6,0,1,1959.0,2,1,294,5,5,2,0,0,0,0,0,0,1200,9,1,8,4,106500,126.0,12,1.0,882
393,5,3,72.09899670482815,7446,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1,1,14,15,2,0.0,3,4,1,4,4,3,5,266,6,0,522,788,1,4,1,0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,6,2005.0,1,0,0,3,3,2,0,0,0,0,0,0,0,6,0,8,0,100000,131.33333333333334,9,1.0,788
394,8,3,60.0,10134,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1,1,8,8,2,0.0,3,4,1,4,4,3,6,0,6,0,735,735,1,2,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,5,1940.0,3,1,240,5,5,2,0,39,0,0,0,0,0,9,1,8,4,109000,147.71428571428572,11,1.0,1034
395,4,3,68.0,9571,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1,1,13,14,2,0.0,3,4,1,4,4,0,1,739,6,0,405,1144,1,4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,1,1956.0,3,1,596,5,5,2,44,0,0,0,0,0,0,8,4,8,4,129000,143.0,11,2.0,1144
396,4,3,60.0,7200,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,3,1,8,8,2,0.0,3,4,1,4,4,0,5,777,6,0,117,894,1,4,1,4,894,0,0,894,0,0,1,0,2,1,3,6,6,0,5,1985.0,2,2,600,5,5,2,215,0,0,0,0,0,0,11,3,8,4,123000,111.75,10,1.0,894
397,9,3,69.0,7590,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1,1,12,13,1,288.0,3,4,1,4,4,3,0,540,6,0,324,864,1,4,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,1,1962.0,2,1,264,5,5,2,0,168,0,0,0,0,0,9,1,8,4,169500,164.72727272727272,10,2.0,1812
398,5,4,60.0,8967,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1,1,8,8,2,0.0,3,1,0,1,3,3,6,0,6,0,961,961,1,2,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,5,1920.0,3,1,338,4,4,0,0,0,0,0,0,0,0,2,1,8,0,67000,134.625,7,1.0,1077
399,9,1,65.0,8125,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,1,1,5,5,3,100.0,2,4,2,2,4,3,2,812,6,0,280,1092,1,0,1,4,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,1,2007.0,0,2,438,5,5,2,0,168,0,0,0,0,0,1,3,8,4,241000,155.0,12,3.0,1550
400,0,3,38.0,14963,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1,1,3,3,2,0.0,2,4,2,2,4,3,2,786,6,0,474,1260,1,0,1,4,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,1,1996.0,0,2,500,5,5,2,120,30,0,0,224,0,0,3,2,8,4,245500,184.0,13,2.5,1288
401,4,3,65.0,8767,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,1,1,12,13,2,0.0,2,4,2,2,4,0,2,24,6,0,1286,1310,1,0,1,4,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,1,2005.0,0,2,400,5,5,2,0,0,0,0,0,0,0,9,0,6,5,164990,145.55555555555554,12,2.0,1310
402,5,3,60.0,10200,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0,6,0,672,672,1,0,1,4,672,0,0,672,0,0,1,0,2,1,3,4,6,0,5,1940.0,3,1,240,5,5,0,168,0,0,0,0,0,0,10,2,8,4,108000,112.0,13,1.0,672
403,9,3,93.0,12090,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,3,1,12,13,1,650.0,2,4,2,2,4,3,6,0,6,0,1141,1141,1,2,1,4,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,3,1998.0,0,2,420,5,5,2,144,123,0,0,0,0,0,9,0,8,0,258000,161.64285714285714,13,2.5,2263
404,9,3,78.35295072608348,10364,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1,1,8,8,2,0.0,3,4,2,2,4,3,6,0,6,0,806,806,1,2,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,3,1995.0,0,2,373,5,5,2,0,40,0,0,0,0,0,7,1,8,4,168000,142.9090909090909,11,2.5,1572
405,4,3,96.81031116808602,9991,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1,1,9,10,2,0.0,3,4,1,4,4,3,1,1116,6,0,165,1281,1,0,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,1,1993.0,3,2,490,5,5,2,120,78,0,0,0,0,0,8,3,8,4,150000,147.27272727272728,8,3.0,1620
406,8,3,51.0,10480,1,3,3,0,4,0,18,2,2,0,0,6,5,1936,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0,6,0,1064,1064,1,0,1,0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,5,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,0,5,2,8,4,115000,204.875,11,1.0,1166
407,10,3,63.0,15576,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1,1,13,10,2,0.0,3,4,0,2,4,3,6,0,6,0,840,840,1,0,1,4,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,1,1960.0,3,1,308,5,5,2,0,0,160,0,0,0,0,5,2,8,4,177000,152.72727272727272,13,2.0,1680
408,9,3,109.0,14154,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,1,1,12,13,1,350.0,2,4,2,0,1,3,6,0,6,0,1063,1063,1,0,1,4,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,1,2006.0,2,3,947,5,5,2,192,62,0,0,0,0,0,10,1,6,5,280000,167.07692307692307,12,2.5,2172
409,9,1,85.0,10800,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,1,1,12,13,3,100.0,2,4,2,0,4,3,2,789,6,0,245,1034,1,0,1,4,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,0,6,2,6,5,339750,173.16666666666666,13,3.5,2078
410,4,3,68.0,9571,1,3,3,0,4,0,7,2,2,0,2,5,3,1958,1,1,2,2,2,0.0,3,1,1,4,0,3,6,0,6,0,1276,1276,1,4,1,0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,1,1958.0,3,1,350,5,5,2,0,0,0,0,0,0,0,8,3,0,0,60000,182.28571428571428,8,1.0,1276
411,3,3,100.0,34650,1,3,0,0,4,0,8,2,2,1,2,5,5,1955,3,1,13,14,2,0.0,3,4,1,4,4,2,5,1056,6,0,0,1056,1,4,0,4,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,1,1955.0,0,2,572,5,5,2,264,0,0,0,0,0,0,0,0,8,4,145000,150.85714285714286,10,2.0,1056
412,4,1,55.69635414185392,4403,1,1,3,0,4,0,21,2,2,0,2,7,5,2009,1,1,8,8,3,432.0,0,4,2,0,4,0,2,578,6,0,892,1470,1,0,1,4,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,1,2009.0,0,2,484,5,5,2,0,144,0,0,0,0,0,8,4,6,5,222000,134.36363636363637,12,3.5,1478
413,5,4,56.0,8960,1,3,3,0,4,0,17,0,2,0,2,5,6,1927,1,1,14,15,2,0.0,3,4,1,4,4,3,6,0,6,0,1008,1008,1,2,1,0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,5,1927.0,3,2,360,5,5,2,0,0,130,0,0,0,0,5,4,8,4,115000,146.85714285714286,11,1.0,1028
414,9,3,59.0,11228,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1,1,12,13,2,0.0,2,4,2,2,4,3,1,50,2,531,499,1080,1,0,1,4,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,1,1993.0,3,3,678,5,5,2,196,187,0,0,0,0,0,3,2,8,4,228000,161.30769230769232,12,3.0,2097
415,4,3,73.0,8899,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,24,6,0,1316,1340,1,0,1,4,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,1,2007.0,0,2,396,5,5,2,100,30,0,0,0,0,0,10,1,6,5,181134,148.88888888888889,12,2.0,1340
416,9,3,74.0,7844,1,3,3,0,4,0,19,2,2,0,5,6,7,1978,3,1,6,6,1,203.0,3,4,1,4,4,3,0,209,6,0,463,672,1,4,1,4,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,1,1978.0,0,2,440,5,5,2,0,0,0,0,0,0,0,5,0,8,4,149500,155.55555555555554,13,1.5,1400
417,10,3,86.0,22420,1,0,3,0,4,0,6,1,2,0,5,6,6,1918,3,1,13,12,2,0.0,3,4,0,2,4,3,1,1128,6,0,242,1370,2,4,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,5,1918.0,3,3,864,5,5,0,0,0,0,0,0,0,0,2,1,8,4,239000,187.42857142857142,12,3.5,2624
418,8,3,60.0,8160,1,3,3,0,4,0,7,2,2,0,0,5,6,1940,1,1,8,8,2,0.0,3,4,0,4,4,3,0,312,6,0,444,756,1,1,0,1,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,5,1940.0,3,1,240,5,5,1,0,0,0,0,0,0,0,6,1,8,1,126000,113.4,11,2.5,1134
419,4,3,65.0,8450,1,3,3,0,4,0,12,2,2,0,2,5,6,1968,1,1,12,13,2,0.0,3,4,1,4,4,3,1,775,6,0,281,1056,1,0,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,1968.0,3,1,304,5,5,2,0,85,184,0,0,0,0,9,4,8,4,142000,132.0,11,2.0,1056
420,14,4,78.0,7060,1,3,3,0,4,0,11,2,2,2,6,7,5,1997,1,1,12,13,1,200.0,3,2,2,2,1,1,2,1309,6,0,35,1344,1,0,1,4,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,1,1997.0,0,4,784,5,5,2,0,0,0,0,0,0,0,2,2,8,2,206300,112.0,12,4.0,1344
421,4,3,88.2023998224162,16635,1,0,3,0,2,0,14,2,2,0,2,6,7,1977,1,1,5,5,3,126.0,2,4,1,2,4,3,0,1246,6,0,356,1602,1,2,1,4,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,1,1977.0,0,2,529,5,5,2,240,0,0,0,0,0,0,8,3,8,4,215000,145.63636363636363,13,2.5,1602
422,4,3,100.0,21750,1,3,1,0,4,1,11,0,2,0,2,5,5,1954,3,1,6,6,2,0.0,3,4,1,4,4,3,6,0,6,0,988,988,1,0,1,0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,1,1954.0,2,2,520,5,5,0,0,0,0,0,0,0,0,4,2,8,4,113000,164.66666666666666,10,1.0,988
423,9,3,80.0,9200,1,3,3,0,4,0,15,2,2,0,5,8,5,1998,1,1,12,13,1,473.0,2,4,2,2,4,3,2,986,6,0,484,1470,1,2,1,4,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,1,1998.0,0,3,696,5,5,2,0,66,0,0,0,0,0,8,2,8,4,315000,219.16666666666666,13,3.5,2630
424,4,3,72.0,9000,1,3,3,0,4,0,12,2,2,0,2,6,5,1956,1,1,13,14,1,74.0,3,4,1,2,4,3,3,616,6,0,580,1196,1,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,1,1956.0,2,1,297,5,5,2,0,44,0,0,0,0,0,7,2,8,4,139000,149.5,11,2.0,1196
425,9,4,60.0,3378,1,3,1,0,4,0,17,2,2,0,5,7,8,1946,1,1,6,6,2,0.0,3,2,1,4,4,3,6,0,6,0,651,651,1,2,1,4,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,5,1947.0,3,1,240,5,5,1,0,0,126,0,0,0,0,11,3,8,4,135000,154.33333333333334,15,1.5,1389
426,12,3,75.49680391875036,12800,1,3,2,0,4,1,20,2,2,0,7,7,5,1989,1,1,13,14,1,145.0,2,4,2,2,4,1,2,1518,6,0,0,1518,1,2,1,4,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,1,1989.0,0,2,569,5,5,2,80,0,0,0,396,0,0,10,3,8,4,275000,205.5,12,3.5,1644
427,4,3,77.0,8593,1,0,3,0,4,0,12,2,2,0,2,4,6,1957,3,1,8,8,2,0.0,3,4,1,4,4,3,5,288,6,0,619,907,1,0,1,4,907,0,0,907,0,0,1,0,3,1,3,5,6,0,5,1964.0,3,1,352,5,5,2,0,0,0,0,0,0,0,9,2,8,4,109008,129.57142857142858,10,1.0,907
428,4,3,64.0,6762,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,1,1,12,13,1,108.0,2,4,2,2,4,3,2,664,6,0,544,1208,1,0,1,4,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,1,2007.0,2,2,628,5,5,2,105,54,0,0,0,0,0,11,1,6,5,195400,134.22222222222223,12,3.0,1208
429,4,3,130.0,11457,1,0,3,0,0,0,23,2,2,0,2,6,5,1988,1,1,6,6,2,0.0,3,4,1,2,4,2,2,1005,6,0,387,1392,1,4,1,4,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,1,1988.0,3,2,576,5,5,2,0,0,169,0,0,0,0,5,3,8,4,175000,156.88888888888889,11,3.0,1412
430,1,4,21.0,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1,1,6,6,1,232.0,3,4,1,4,4,3,0,387,6,0,96,483,1,4,1,4,483,504,0,987,0,0,1,1,2,1,3,4,6,0,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,0,9,2,0,0,85400,141.0,11,1.5,987
431,8,4,60.0,5586,1,0,0,0,4,0,17,1,2,0,0,6,7,1920,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0,6,0,901,901,1,2,1,4,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,6,2005.0,1,0,0,3,3,0,0,98,0,0,0,0,0,11,2,3,0,79900,133.11111111111111,13,1.0,1198
432,1,4,24.0,1920,1,3,3,0,4,0,2,2,2,4,5,5,5,1971,1,1,6,6,1,376.0,3,4,1,4,4,3,0,471,6,0,294,765,1,0,1,4,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,5,1971.0,3,2,440,5,5,2,240,36,0,0,0,0,0,10,1,8,4,122500,151.66666666666666,10,2.5,1365
433,9,3,100.0,10839,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,926,926,1,0,1,4,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,1,1997.0,0,2,470,5,5,2,0,36,0,0,0,0,0,9,2,8,4,181000,145.8181818181818,11,2.5,1604
434,2,4,21.0,1890,1,3,3,0,4,0,10,2,2,3,6,4,7,1972,1,1,5,5,2,0.0,3,2,1,2,4,0,0,495,6,0,135,630,1,2,1,4,630,0,0,630,1,0,1,0,1,1,3,3,6,0,6,2005.0,1,0,0,3,3,2,88,0,0,0,0,0,0,8,2,8,4,81000,126.0,11,2.0,630
435,9,3,43.0,10667,1,1,3,0,1,0,5,4,2,0,5,7,6,1996,1,1,12,13,2,0.0,2,4,2,2,4,0,2,385,0,344,70,799,1,0,1,4,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,1,1996.0,2,2,550,5,5,2,158,61,0,0,0,0,0,6,3,5,4,212000,166.1,13,3.5,1661
436,8,4,40.0,4400,1,3,3,0,4,0,17,2,2,0,0,6,8,1920,1,1,11,12,2,0.0,3,4,0,1,4,3,6,0,6,0,648,648,1,4,1,0,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,5,1990.0,3,2,440,5,5,2,0,0,0,0,0,0,0,1,0,8,4,116000,139.75,14,1.0,1118
437,7,4,50.0,6000,1,3,3,0,4,0,3,2,2,0,1,6,7,1926,1,1,13,14,2,0.0,2,4,2,4,4,3,6,0,6,0,884,884,1,2,1,4,904,0,0,904,0,0,1,0,2,1,3,4,6,0,5,1926.0,3,1,180,5,5,2,0,0,105,0,0,0,0,0,3,8,4,119000,150.66666666666666,13,1.0,904
438,5,3,40.0,4280,1,3,3,0,4,0,6,2,2,0,2,5,6,1913,1,1,14,12,2,0.0,3,4,2,4,4,3,3,365,6,0,75,440,1,4,0,4,694,0,0,694,0,0,1,0,2,1,2,4,6,1,5,1990.0,3,1,352,2,5,1,0,0,34,0,0,0,0,5,1,8,4,90350,115.66666666666667,11,1.0,694
439,8,3,67.0,12354,1,3,3,0,0,0,7,2,2,0,0,6,8,1920,1,1,13,14,2,0.0,3,4,0,4,0,2,6,0,6,0,684,684,1,2,1,4,684,512,0,1196,0,0,1,0,3,1,2,7,6,0,5,2005.0,3,2,528,5,5,2,0,46,0,0,0,0,800,10,3,4,4,110000,132.88888888888889,14,1.0,1196
440,4,3,105.0,15431,1,3,3,0,4,0,16,2,2,0,2,10,5,2008,3,1,12,13,3,200.0,0,4,2,0,4,1,2,1767,0,539,788,3094,1,0,1,4,2402,0,0,2402,1,0,2,0,2,1,0,10,6,2,1,2008.0,0,3,672,5,5,2,0,72,0,0,170,0,0,6,3,8,4,555000,184.76923076923077,15,3.0,2402
441,14,3,92.0,12108,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1,1,12,13,1,270.0,3,4,1,4,4,3,0,133,6,0,1307,1440,1,4,0,1,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,6,2005.0,1,0,0,3,3,2,0,0,0,0,0,0,0,11,2,8,4,118000,120.0,8,2.0,1440
442,8,4,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1,1,8,8,2,0.0,3,4,2,4,4,3,6,0,6,0,1078,1078,1,4,1,4,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,5,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,0,8,2,8,4,162900,143.0,12,2.0,1573
443,0,3,53.0,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,1,1,14,15,1,72.0,2,4,2,0,4,0,6,0,6,0,1258,1258,1,0,1,4,1258,0,0,1258,0,0,2,0,2,1,2,6,6,1,1,2007.0,0,3,648,5,5,2,144,16,0,0,0,0,0,8,1,6,5,172500,139.77777777777777,12,2.0,1258
444,9,3,70.0,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1994,1,1,12,13,2,0.0,2,2,2,2,4,3,2,642,6,0,273,915,1,0,1,4,933,975,0,1908,1,0,2,1,4,1,2,8,6,1,1,1994.0,3,2,493,5,5,2,144,133,0,0,0,0,0,9,2,8,4,210000,159.0,12,3.5,1908
445,4,3,73.0,9855,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,3,1,13,14,2,0.0,3,4,1,4,4,3,6,0,6,0,1436,1436,1,1,1,4,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,1,1956.0,3,2,480,5,5,2,0,0,0,0,0,0,0,2,3,0,4,127500,187.66666666666666,11,1.0,1689
